id;nom;insee;adresse;url;type_usagers;gratuit;nb_places;nb_pr;nb_pmr;nb_voitures_electriques;nb_velo;nb_2r_el;nb_autopartage;nb_2_rm;nb_covoit;hauteur_max;num_siret;Xlong;Ylat;tarif_pmr;tarif_1h;tarif_2h;tarif_3h;tarif_4h;tarif_24h;abo_resident;abo_non_resident;type_ouvrage;info
69256-P-002;Vaulx en Velin La Soie - rue Maurice Moissonnier;69256;10 Rue Maurice Moissonnier, 69120, Vaulx-en-Velin;https://www.lpa-and-co.fr/;abonnés;false;-1;;;;;;;;;200;96950545200017;4.9241546;45.7598316;;;;;;;73;73;;
69123-P-121;Molière - Préfecture;69123;78 Rue Molière, 69003, Lyon;https://www.lpa-and-co.fr/;abonnés;false;-1;;;;;;;;;190;96950545200017;4.8432405;45.76189714;;;;;;;130;130;;
69123-P-122;Part-Dieu - Deruelle;69123;30 Bd Eugène Deruelle, 69003, Lyon;https://www.lpa-and-co.fr/;abonnés;false;-1;;;;;;;;;190;96950545200017;4.8546956;45.7628772;;;;;;2;8;8;;
69266-P-020;Villeurbanne - Saint Exupéry;69266;54 Av. Antoine de Saint-Exupéry, 69100, Villeurbanne;https://www.lpa-and-co.fr/;abonnés;false;-1;;;;;;;;;210;96950545200017;4.8816372;45.7578502;;;;;;;43;43;;
69149-P-003;Oullins - rue Tupin;69149;18 Rue Tupin, 69600, Oullins;https://www.lpa-and-co.fr/;abonnés;false;-1;;;;;;;;;195;96950545200017;4.8039346;45.7140832;;;;;;;80;80;;
69259-P-011;Parilly;69259;;;;;292;292;;;;;;;;;30807763500024;4.886196854976546;45.720550083210746;;;;;;;;;;Ouvert de 4h30 à 1h00 du dimanche au jeudi, et de 4h30 à 3h00 les vendredis et samedis
69123-P-137;Part-Dieu - Britannia;69123;26 Bd Eugène Deruelle, 69003, Lyon;https://www.lpa-and-co.fr/;abonnés;false;-1;;;;;;;;;180;96950545200017;4.8544634;45.7628523;;;;;;;140;140;;
69123-P-138;Cours Lafayette;69123;32 Rue Robert, 69006, Lyon;https://www.lpa-and-co.fr/;abonnés;false;-1;;;;;;;;;190;96950545200017;4.84879961;45.76421404;;;;;;;135;135;;
69123-P-148;Lyon 9 - Rochecardon;69123;6 Pass. du Côteau, 69009, Lyon;https://www.lpa-and-co.fr/;abonnés;false;-1;;;;;;;;;200;96950545200017;4.8100121;45.7881449;;;;;;;75;75;;
69266-P-023;Villeurbanne - Salengro Courteline;69266;22 Rue Georges Courteline, 69100, Villeurbanne;https://www.lpa-and-co.fr/;abonnés;false;-1;;;;;;;;;190;96950545200017;4.877805;45.7784164;;;;;;;40;40;;
69266-P-024;Villeurbanne - Les Poulettes;69266;33 Rue Raspail, 69100, Villeurbanne;https://www.lpa-and-co.fr/;abonnés;false;-1;;;;;;;;;180;96950545200017;4.8826086;45.7735308;;;;;;;50;50;;
69123-P-149;Lyon 7 - 53 Route de vienne;69123;53 Rte de Vienne, 69007, Lyon;https://www.lpa-and-co.fr/;abonnés;false;-1;;;;;;;;;200;96950545200017;4.8511797;45.7417146;;;;;;;70;70;;
69029-P-002;Bron - Général de Gaulle;69029;231 Av. Général de Gaulle, 69500, Bron;https://www.lpa-and-co.fr/;abonnés;false;-1;;;;;;;;;200;96950545200017;4.9177479;45.7307818;;;;;;;30;30;;
69123-P-152;Croix-Rousse - Métro Hénon;69123;103 Rue Denfert-Rochereau, 69004, Lyon;https://www.lpa-and-co.fr/;abonnés;false;-1;;;;;;;;;190;96950545200017;4.8287682;45.7791413;;;;;;;130;130;;
69194-P-002;Saint-Didier-Au-Mont-D'or - Saint Fortuna;69194;74 Rue Victor Hugo, 69370, Saint-Didier-au-Mont-d'Or;https://www.lpa-and-co.fr/;abonnés;false;-1;;;;;;;;;190;;4.7967524;45.8236505;;;;;;;53;53;;
69149-P-005;LPA Arlès-Dufour;69149;27 Rue Narcisse Bertholey, 69600, Oullins;http://www.lpa.fr/se-garer-dans-un-parking/tous-les-parkings/arles-dufour/#informations;tous;false;200;;7;0;0;;0;8;;195;96950545200017;4.80804;45.71669;;1.6;3.2;4.800000000000001;6.4;;47;66;ouvrage;
69123-P-091;LPA Marché Gare - La Confluence;69123;77 rue Delandine, 69002, Lyon;http://www.lpa.fr/se-garer-dans-un-parking/tous-les-parkings/marche-gare-confluence/ ;tous;false;843;;17;20;39;;0;7;;230;96950545200017;4.823733;45.741054;;3;6;9;12;46.6;133;199;ouvrage;
69123-P-166;Lyon 8 - 279 Avenue Berthelot;69123;279 Av. Berthelot, 69008, Lyon;https://www.lpa-and-co.fr/;abonnés;false;-1;;;;;;;;;190;;4.8624352;45.7388736;;;;;;;65;65;;
69123-P-105;LPA Ney;69123;19 rue Ney, 69006, Lyon;http://www.lpa.fr/se-garer-dans-un-parking/tous-les-parkings/ney/#informations;abonnés;false;160;;0;0;0;;0;0;;190;96950545200017;4.855157;45.770039;;;;;;;172;172;ouvrage;
69123-P-108;LPA Parc minute Cité Internationale;69123;quai Charles de Gaulle, 69006, Lyon;;tous;false;15;;0;0;0;;0;0;;190;96950545200017;4.851647;45.784614;;;;;;612;;;enclos_en_surface;
69123-P-153;LPA Saint Antoine;69123;2 quai Saint-Antoine , 69002, Lyon;http://www.lpa.fr/se-garer-dans-un-parking/tous-les-parkings/st-antoine/#informations;tous;false;787;;11;21;200;;4;21;;205;;4.83194630928916;45.7643256376921;;3.4;6.8;10.2;13.6;52.8;133;232;enclos_en_surface;
69123-P-084;LPA Tables Claudiennes;69123;14 rue des Tables Claudiennes, 69001, Lyon;http://www.lpa.fr/se-garer-dans-un-parking/tous-les-parkings/tables-claudiennes/#informations;abonnés;false;90;;6;0;100;;0;12;;190;96950545200017;4.832605;45.770857;;;;;;;166;166;ouvrage;
69123-P-109;LPA Vendôme;69123;49 rue Vauban, 69006, Lyon;http://www.lpa.fr/se-garer-dans-un-parking/tous-les-parkings/vendome/#informations;abonnés;false;157;;5;0;0;;0;18;;190;96950545200017;4.84667;45.76525;;;;;;;179.5;179.5;ouvrage;
69123-P-161;Parc des Sports Gerland;69123;Rue Jean-Pierre Chevrot, 69007, Lyon;https://parking.lpa.fr/parkings/parking-parc-des-sports-gerland/;tous;false;270;;0;0;0;;0;0;;190;;4.829207;45.724848;;2;4;6;8;10;60;60;enclos_en_surface;
