code_commune,libelle_commune,menages_motorises,menages_total,taux_motorisation
06099,Puget-Théniers,605.266243471202,790.622508814847,76.55565541366936
68120,Hagenthal-le-Bas,591.408327904511,614.2024468845,96.288826412918
03032,Blomard,94.18890124762588,99.0809869257022,95.06253840432096
74241,Saint-Jeoire,1345.40417355266,1431.45613031414,93.98850199184272
64200,Doazon,77.7326203208556,80.6844919786096,96.34146341463416
83099,Puget-sur-Argens,3335.2520235867096,3697.2548708107,90.2088749660741
64275,Ispoure,253.464318347054,274.956566739331,92.183402401641
27561,Saint-Maclou,268.778131201139,280.966540724031,95.66197117582637
15014,Aurillac,11320.682160347693,14409.2078096595,78.5656110307372
46188,Maxou,123.7114454653844,132.324048863122,93.49127881761947
01215,Surjoux-Lhopital,63.913043478261,64.9275362318842,98.4375
61443,Saint-Paul,273.163779203712,279.883512167799,97.59909652696572
60033,Avilly-Saint-Léonard,354.477237410536,373.69209798503,94.858103588997
47248,Saint-Jean-de-Thurac,227.0,234.0,97.008547008547
43074,Cohade,363.930523917045,392.247531275269,92.78083222954643
07305,Les Salelles,193.0,200.0,96.5
62248,Courcelles-le-Comte,180.8541764039503,190.915187124723,94.73011504621688
28126,Dancy,86.11055276381879,90.2110552763816,95.45454545454544
68186,Ligsdorf,140.0,147.0,95.23809523809524
08037,Auvillers-les-Forges,336.2868070879369,366.460131374311,91.76627368079112
18015,Aubigny-sur-Nère,2288.319888381886,2690.46414145692,85.05297852223862
36002,Aize,53.084745762711904,63.8983050847458,83.07692307692308
09122,Foix,4109.06768376855,5127.69288241598,80.13482433512102
83058,Flayosc,1999.520938805917,2188.84520890364,91.35049525989312
29246,Saint-Eloy,90.54266991310372,95.449195860502,94.85954187129128
69104,Jullié,215.0,223.0,96.41255605381166
27644,Tilly,188.6984295765377,197.576885873138,95.50632845670974
69252,Trèves,283.27481047931747,286.062524042588,99.02548802133356
08432,Sury,41.0,43.0,95.34883720930232
25056,Besançon,46363.6601039932,64400.6295756238,71.99255723043777
41125,Marcilly-en-Gault,346.073208132293,362.758300404342,95.40049331649992
22045,Cohiniac,172.0,179.0,96.08938547486034
52021,Attancourt,104.9585485441462,110.508194206979,94.97806863766276
18071,Contres,12.36363636363633,12.3636363636364,99.99999999999942
87130,Roziers-Saint-Georges,79.5416666666666,82.4166666666666,96.51162790697674
65413,Sazos,69.5903614457831,74.1686746987952,93.8271604938271
42088,Épercieux-Saint-Paul,289.30356204928296,298.360785341167,96.96433856697108
81146,Livers-Cazelles,105.1810157603742,111.28238587698,94.51721845418491
12031,Bournazel,130.0,139.0,93.5251798561151
71091,La Chapelle-du-Mont-de-France,86.45502645502691,89.4708994708999,96.62921348314612
80807,Ville-sur-Ancre,114.3275341054997,120.999002681878,94.48634416110151
12236,Saint-Laurent-de-Lévézou,69.4606060606061,73.2666666666667,94.80519480519482
36219,Tendu,264.0,280.0,94.28571428571428
35184,Montauban-de-Bretagne,2528.0,2765.0,91.42857142857144
12003,Les Albres,143.8916465001421,153.821415912698,93.54461187758692
33353,Rimons,86.0,88.0,97.72727272727272
90067,Menoncourt,166.8446155965653,171.057755728731,97.53700724400532
60447,Néry,258.9443104870422,271.977533929867,95.20797793313857
30031,La Bastide-d'Engras,89.9982848634392,95.9981705210019,93.74999999999991
67214,Hurtigheim,405.394815214506,413.876020931451,97.9507859146182
68063,Cernay,4604.37779688258,5108.31375624853,90.13498419611496
72189,Marolles-les-Braults,811.651994604068,987.668855064027,82.17855513439791
55180,Esnes-en-Argonne,45.6617647058823,50.625,90.19607843137244
64134,Bonloc,146.6600031433095,159.861011765141,91.74219625156276
52039,Baudrecourt,32.3809523809524,35.4166666666666,91.42857142857164
12266,Ségur,214.429662964348,236.502754796125,90.6668774954419
31361,Montaut,214.3176863627306,217.230868059687,98.65894671278672
33482,Saint-Sulpice-de-Pommiers,108.6308898599458,112.637156418164,96.44321049499422
67412,Rossfeld,378.399985504722,396.38710035575,95.462235063935
25350,Lougres,314.719390132927,334.4315165905,94.10578086104552
61279,Mieuxcé,242.9869660100643,250.322230589583,97.0696711345844
88511,Villouxel,39.775,44.075,90.24390243902438
95452,Nointel,340.66808005545704,354.774706605583,96.02377895394643
91666,Villejust,917.10068740821,974.015682886044,94.15666539277962
21498,Posanges,20.408163265306168,22.4489795918368,90.90909090909084
22239,Plumaudan,539.752593882165,567.681228812783,95.08022574763896
70010,Alaincourt,44.2884615384615,47.1153846153846,93.99999999999994
73283,Saint-Vital,283.0,299.0,94.64882943143812
40265,Saint-Julien-d'Armagnac,53.4716981132074,54.4999999999999,98.11320754716972
38440,Saint-Pierre-de-Bressieux,324.8247629055,339.588036916531,95.65259302268656
59002,Abscon,1522.49460735123,1841.28379892292,82.68658032193792
27081,Boncourt,71.9072164948453,76.701030927835,93.74999999999996
33256,Ludon-Médoc,2131.872564595609,2189.49967458475,97.36802381575734
72216,Neuvillalais,215.0431747213711,220.918026726401,97.34070954186744
77029,Beauvoir,82.0,83.0,98.79518072289156
60121,Campagne,57.639751552795005,62.6086956521739,92.06349206349203
23230,Saint-Pierre-Chérignat,80.0,85.0,94.11764705882354
76569,Sainte-Colombe,80.0,85.0,94.11764705882354
70412,Plainemont,24.1144879915303,25.162943991162,95.83333333333354
57019,Amnéville,4395.98778918917,4977.18083941479,88.32284642697539
74188,Montriond,407.0,436.0,93.348623853211
46079,Cras,51.0309278350515,54.0927835051546,94.3396226415094
12069,Combret,112.4010359607373,123.460624897813,91.04201121108078
55192,Fontaines-Saint-Clair,19.38461538461534,22.1538461538462,87.49999999999962
88481,Uriménil,593.72295608071,632.321984881298,93.89566870621556
91613,Congerville-Thionville,79.3744075829383,85.4028436018957,92.94117647058818
09210,Montoulieu,179.0,190.0,94.21052631578948
08411,Semuy,39.0,45.0,86.66666666666667
47098,Fieux,142.0,145.0,97.93103448275862
34233,Roqueredonde,62.391950928341,75.4741341875093,82.66666666666663
69124,Marchampt,203.818946799712,213.693709890242,95.3790108770156
66002,Alénya,1571.928822735598,1651.00807232584,95.21024452177028
50120,Chanteloup,138.3095420223064,140.419809382669,98.49717260716989
21048,Barges,236.5759871405713,241.344184219633,98.02431656081572
53163,Neau,281.072660145318,299.898894535358,93.72247289567105
25257,Franey,103.0,107.0,96.26168224299066
2A142,Levie,276.798739798494,323.312246038224,85.61344124458842
81006,Algans,92.6502242152467,93.6053811659193,98.97959183673474
41003,Areines,254.370236353888,269.459585286631,94.40014393375834
69162,Quincié-en-Beaujolais,581.052853452259,606.611779508097,95.7866090110278
82147,Puylagarde,168.0688757921599,174.287072840868,96.43220983211668
74064,Châtillon-sur-Cluses,476.21298672202806,492.839061303525,96.62646979776277
86186,Oyré,397.0,416.0,95.4326923076923
57449,Marsilly,222.0,225.0,98.66666666666669
70004,Adelans-et-le-Val-de-Bithaine,126.4232432264778,130.586336275097,96.81199950364706
84027,Caderousse,1070.09841962239,1151.18770486362,92.95603272180216
72129,Fatines,338.437399362348,344.93338228835,98.1167427510476
70169,Confracourt,93.2356020942411,102.115183246074,91.30434782608658
42029,Bussières,596.806758620391,639.234222583293,93.36276712603984
65003,Adervielle-Pouchergues,65.93382352941191,69.1764705882355,95.31249999999991
80565,Montonvillers,34.0,35.0,97.14285714285714
27606,Saint-Symphorien,195.0,200.0,97.5
47285,Samazan,337.771686872104,349.796524411154,96.56233361400814
53072,Commer,497.975351279537,510.342468013898,97.57670240877852
68281,Roggenhouse,193.6383758584271,198.946335514575,97.33196409855007
87008,La Bazeuge,68.95774647887299,71.9999999999997,95.774647887324
